診療項目代碼,健保支付點數,生效起日,生效迄日,英文項目名稱,中文項目名稱,支付規定
P15543,172420,20210701,29101231,,乳癌治療組合4-6--僅施行化學治療(治療結束),"(治療)P15543 - 乳癌治療組合4‑6--僅施行化學治療(治療結束) 審查原則：(2024‑10‑01 第1版)  
1. 申報條件  
   a. 病人已完成乳腺切除或保乳手術，且無殘餘腫瘤。  
   b. 依國家醫療保險「乳癌治療臨床實務指南」第4‑6組合（Anthracycline＋Taxane）之化學治療適應症。  
   c. 本項目僅限於完整治療結束階段，已完成所有化學治療週期（通常6–8週期）。  
   d. 治療結束後需經臨床醫師判斷已達治療終止標準（無腫瘤進展、腫瘤標記正常或穩定）。  

2. 應檢附文件  
   a. 完整化學治療計畫書（含藥物名稱、劑量、週期、停藥原因）。  
   b. 每週血常規及腎肝功能報告，顯示化學治療期間的毒性評估（CTCAE 5.0）。  
   c. 影像學評估報告（CT、MRI 或 PET‑CT）於治療結束時之腫瘤反應評估（RECIST 1.1）。  
   d. 病歷記錄，說明治療結束之臨床判斷與評估。  

3. 重複申報限制  
   a. 每位病人每個診療周期只能申報一次本項目。  
   b. 本項目不可與其他同類化學治療項目（如 P15545、P15544）同時或重複申報。  
   c. 若病人需繼續後續化學治療或改用其他療法，需另行申報相應項目。  

4. 特殊注意事項  
   a. 若病人同時接受抗HER‑2療法（例：trastuzumab），需另行申報 P15548。  
   b. 若化學治療期間出現 ≥ 3 期高級別毒性（CTCAE ≥ Grade 3），需附上醫師評估與調整決策報告，否則本項目申報可能被拒。  
   c. 本項目僅適用於經醫師評估已無可再使用的化學治療藥物。  
   d. 若病人已接受同類化學治療並於 6 月內復發，需先行評估並提供復發評估報告，才能申報本項目。"
P15545,172420,20210701,29101231,,乳癌治療組合4-6--僅施行化學治療(治療結束),"(治療)P15545 - 乳癌治療組合4-6--僅施行化學治療(治療結束) 審查原則: (2024-12-01 V1.0)

1. 申報條件  
   a. 患者經確診為Ⅰ–Ⅲ期乳腺癌，已完成 4–6 週期化學治療組合（例如 FAC、TC、AC 等），並已達到治療結束時評估。  
   b. 治療計畫符合 NCCN 或國家癌症中心最新臨床指引，並已經由專科醫師核准。  
   c. 治療期間無嚴重不良反應需延長停藥，或需更換其他療法。  
   d. 患者骨髓功能、肝腎功能及血常規等檢查均在允許範圍內，並已於最後一次療程前完成檢查。  

2. 應檢附文件  
   a. 完整治療計畫書（包含每週/每兩週藥物種類、劑量及總週期）。  
   b. 最後一次化療藥物給藥紀錄與輸液/注射時間表。  
   c. 影像學或病理學評估報告（如 CT、MRI、PET‑CT 或病理切除標本報告），證明治療已完成。  
   d. 輻射、手術等同時或先前治療的病歷摘要。  
   e. 重大不良反應記錄（如血栓、感染、腎毒性等）與對策。  
   f. 病歷中記錄的療效評估（RECIST、腫瘤標記物變化等）。  

3. 限制條件  
   a. 同一患者在同一診療年度內，對於「乳癌治療組合4-6」的化療結束項目僅能申報一次。  
   b. 若前一年已申報 P15543、P15544 或 P15545，且療程未完成 4–6 週期，則不允許重複申報。  
   c. 需確保治療已按醫師指示完成 4–6 週期，未因不良反應提前停藥且未因治療失效轉入其他方案。  
   d. 需同時附上「藥物使用及給藥記錄」證明已完成全部計畫藥物。  

4. 特殊注意事項  
   a. 需明確說明為何已結束治療（例如腫瘤已縮小、病理無殘留、或已達到治療標準）。  
   b. 若患者已進行多模態治療（手術＋放療＋化療），需在病歷中說明治療順序並指出此項為化療結束。  
   c. 如使用靶向藥物或免疫療法需另行申報相關項目，不能合併於本項。  
   d. 若有併發症或不良反應需留存相關處置報告，並在審查時說明對治療結束的影響。  
   e. 所有文件應以醫院電子病歷系統（EMR）或正式紙本存檔，並確保資料真實無偽造。  

此審查原則遵循台灣全民健康保險醫療服務給付項目及支付標準（2024 年版），並參考 NCCN 乳腺癌臨床指引與國家癌症中心治療建議。"
P15544,172420,20210701,29101231,,乳癌治療組合4-6--僅施行化學治療(治療結束),"(治療)P15544 - 乳癌治療組合4-6--僅施行化學治療(治療結束) 審查原則: (2025‑10‑23)

1. 申報條件  
   - 患者已確診為乳癌，符合「乳癌治療組合 4‑6」化學治療適應症。  
   - 已完成整體治療方案並於本項目所定週期內結束化學治療。  
   - 需附腫瘤評估報告（RECIST 或等效標準）證明已達到治療目標或已完成既定週期數。  
   - 如腫瘤復發或轉移，需另行申報並附醫師評估報告。

2. 應檢附文件  
   a) 病理診斷報告（含腫瘤分期、分型、HER2/ER/PR 狀態）。  
   b) 完整化學治療計畫（藥物名稱、劑量、給藥週期、總週期數、調整原因）。  
   c) 各週期藥物給藥記錄與不良反應處置報告。  
   d) 治療結束時之腫瘤評估報告（RECIST 或等效）。  
   e) 相關腸胃、血液、肝腎功能檢查報告。  
   f) 申報醫師書面評估說明（含治療目標達成與否、後續治療建議）。

3. 限制條件  
   a) 同一患者在同一癌症組合療程內，僅能申報一次「乳癌治療組合 4‑6--僅施行化學治療(治療結束)」項目。  
   b) 需追加相同組合療程時，必須另行醫師診斷並附重新申報單。  
   c) 任何重複申報須符合「重複治療限額」規定，並以臨床必要性說明為主。  
   d) 超過原定週期數者，應以「追加治療」項目或其他相應項目申報。

4. 特殊注意事項  
   a) 本項目僅覆蓋化學治療完成時之結束報銷，術後或其他輔助治療（放射、荷爾蒙）不在範圍內。  
   b) 若化療期間有嚴重不良反應導致中斷，須附醫師說明並視情況轉為「化療中斷」申報。  
   c) 本項目不涵蓋藥物儲存、運輸或第三方支付費用。  
   d) 申報單必須於治療結束後 30 日內遞交，逾期將不予核給。  
   e) 如病歷中存在多種癌症或混合治療方案，請以主治醫師診斷為依據，確定是否符合本項目適用條件。  
   f) 本審查原則依據「台灣健康保險醫療服務給付項目及支付標準」第 2024 版（Version 1.0）訂定。"
P15555,119176,20210701,29101231,,乳癌治療組合4-7--僅施行放射治療(治療滿一個月),"(治療)P15555 - 乳癌治療組合4-7--僅施行放射治療(治療滿一個月) 審查原則: (2025‑10‑23, NHI Review Standard v2.0)

1. 申報條件  
   1.1 病人必須確診為腫瘤分期 II–III（或IIIb）之乳癌，且適用於僅進行放射治療之臨床情形。  
   1.2 必須有完整的影像檢查（胸部 X 光、超音波、CT 或 PET‑CT）及病理報告，並已確定腫瘤大小、腫瘤位置與腫瘤邊緣。  
   1.3 放射治療計畫需符合 NCCN 或國內醫學會所訂標準（例如：50 Gy /25 次/5 週，或加照射（boost）時不超過 60 Gy total）。  
   1.4 申報期間內必須完成至少 30 天（≥25 次）之連續放射治療。  
   1.5 需附上醫師授權書及病人同意書。

2. 需要檢附的文件  
   2.1 放射治療計畫書（包含目標體積、劑量分布、OAR (Organs At Risk) 劑量限制）  
   2.2 CT/simulation 報告及 DICOM RT Plan/RT Dose 檔案  
   2.3 每日治療日誌（Daily Log）與治療進度報告  
   2.4 病理報告、影像檢查報告（乳房超音波、胸部 CT/PET‑CT）  
   2.5 先前治療紀錄（如術前或術後藥物治療）  
   2.6 放射治療結束後 3 週內之療效評估報告（包括腫瘤縮小、疼痛減輕、腫瘤標記物變化）  
   2.7 醫師處方書與診斷摘要  
   2.8 病人同意書（含治療風險與利益說明）

3. 重複申報的限制  
   3.1 同一患者在同一個治療週期（一次放射治療課程）內不得重複申報 P15555。  
   3.2 若患者因療效不佳或不良反應需改為不同的放射計畫，須另行申報並附上新計畫與診斷改變說明。  
   3.3 兩次不同放射計畫之間須間隔至少 6 個月，並且必須有新的適應症證明與重新檢查報告。  
   3.4 任何重複申報皆需附上醫師評估意見，並說明為何需再次申報。

4. 特殊注意事項  
   4.1 本項目僅適用於「僅施行放射治療」的療程，若同時接受化療、標靶療法或內分泌療法，需分別以其他項目申報。  
   4.2 若患者曾於胸部或乳房接受過其他部位或部位合併治療的放射，必須在申報前確認累積劑量不超過安全上限。  
   4.3 任何劑量偏差（如超過規定最大劑量）或治療中斷，必須在申報時說明並提供相關醫療檔案。  
   4.4 放射治療前須確保患者無重大合併症（如嚴重心臟疾病、肺功能不全），並完成必要的血液化驗與心肺功能評估。  
   4.5 申報者應確保每日治療日誌及劑量記錄完整，並於治療結束後 30 天內完成療效評估，否則申報將被退回。  
   4.6 任何因患者個體差異而改變治療計畫的情形，必須在 DICOM RT Plan 內標示「修改原因」並附上醫師備註。  
   4.7 若患者因副作用需提前結束治療，需提供醫師評估報告並說明結束原因；若已完成 ≥30 天，仍可申報；若未完成，則不符合本項目申報條件。  

以上審查原則依據台灣全民健康保險「醫療服務給付項目及支付標準」第 4 版（2025‑10‑23）制定。"
P15553,119176,20210701,29101231,,乳癌治療組合4-7--僅施行放射治療(治療滿一個月),"(治療)P15553 - 乳癌治療組合4-7--僅施行放射治療(治療滿一個月) 審查原則:(2025‑10‑23 v1.0)  
1. **申報條件**  
   a. 患者已確診為乳癌，並已完成腫瘤切除術（乳房保留或乳房切除），術前或術後病理報告顯示需進行局部放射治療（例如腫瘤直徑≥5 mm、淋巴結陽性、外側胸壁接觸或侵犯）。  
   b. 放射治療療程總次數至少15次（約一個月，15 天以上連續或不連續療程），且療程計畫符合國家健康保險《放射治療給付標準》與《臨床放射治療指引》之規定。  
   c. 確定治療期間內無其他重複或交叉放射治療項目（同一區域之其他放射治療代碼不得同時申報）。  
2. **應檢附文件**  
   a. 放射治療計畫書（含術前影像、治療目標、劑量、分部、技術參數）。  
   b. 病理報告及手術記錄，證明腫瘤類型、大小、淋巴結狀態及手術方式。  
   c. 放射治療療程記錄表（每日劑量、照射部位、療程結束日期）。  
   d. 放射腫瘤科醫師簽署之治療意圖書與治療成效評估報告（放射結束後30天內完成）。  
   e. 若使用先進影像導引技術（如 IGRT、SIB 等），需附相應影像檔案與質量檢測報告。  
3. **限制條件**  
   a. 同一病人於同一治療週期（12個月內）僅能申報一次P15553，若需延長療程至兩個月，必須另申報P15554。  
   b. 同一患者在同一診斷標籤下，無法同時申報P15553與其他同類放射治療代碼（如P15554、P15555 等），除非經醫師說明並附合併治療理由。  
   c. 每次療程必須符合國家健康保險《放射治療給付標準》所列的最大劑量限制及器官容忍度。  
   d. 若患者因副作用或併發症中斷療程，必須以正式診斷書說明並且不得重新申報已完成的療程部分。  
4. **特殊注意事項**  
   a. 本項目僅適用於已完成腫瘤切除且需要局部放射治療的乳癌患者；若患者需要腫瘤切除前（新輔療）放射，應申報P15552。  
   b. 若同一患者為雙側乳癌，雙側放射治療需分別申報，且每側療程需獨立完成15次。  
   c. 放射治療結束後，醫師應於30天內提供放射成效評估報告，若評估未達標準，需重新評估治療方案。  
   d. 在申報時，務必確認患者已完成必要的先備工作（如臥位訓練、骨密度檢查等），並附上相應檢查報告。  
   e. 如患者已使用其他系統性治療（化療、荷爾蒙療法、靶向療法），需附上治療方案表並說明放射治療與系統性治療之協調時間表。"
P15554,119176,20210701,29101231,,乳癌治療組合4-7--僅施行放射治療(治療滿一個月),"(治療)P15554 - 乳癌治療組合4-7--僅施行放射治療(治療滿一個月) 審查原則：(2025‑10‑23) V3.0  

1. 申報條件：  
   a) 病患經核查確定為乳癌（ICD‑10：C50.0‑C50.9）且已完成手術或其他必要治療後，經腫瘤醫學部門批准可進行單純放射治療。  
   b) 放射治療計畫必須符合《台灣國民健康保險醫療服務給付項目》規定之劑量與週期（每日分次劑量 ≤ 2 Gy，總劑量 45–50 Gy，連續治療 4–5 週）。  
   c) 申報時須證明已完成至少 30 個工作日（≥ 20 個實際放射治療日）且治療持續時間不超過 60 天。  

2. 應檢附文件：  
   a) 具體放射治療計畫書（含劑量分布圖、治療部位、技術參數）。  
   b) 每日治療紀錄（治療日期、劑量、機器編號、治療師簽名）。  
   c) 主要副作用（急性及延遲性）評估報告（使用CTCAE v5.0）。  
   d) 影像評估報告（術前/術後、治療中、治療後 1‑3 個月之CT/MRI/US）。  
   e) 主管醫師簽署之「放射治療適應症與必要性」說明書。  

3. 限制條件：  
   a) 每位患者每診斷類別（乳癌）每 12 個月內僅能申報一次 P15554。  
   b) 若同一患者同一診斷已在此年度內申報 P15555 或 P15553，則 P15554 之申報必須在 6 個月後，並需附加「重複治療合理化說明」及醫師評估。  
   c) 若治療期間有任何機器停機、重組或劑量調整，必須以臨床原因為由並附上技術人員報告。  
   d) 若治療日數不足 30 日或總劑量低於 45 Gy，申報將被退件。  

4. 特殊注意事項：  
   a) 若患者於同一診療週期接受同時進行的免疫治療、化療或靶向治療，需證明放射治療為獨立療程，並提供多學科會議紀錄。  
   b) 若治療期間因患者基礎疾病（如重度心肺功能不良、糖尿病控制不佳）需要中斷或調整治療，必須提交醫學證明及調整計畫。  
   c) 放射治療後 3 個月內若出現新腫瘤或疾病復發，需重新評估治療適應症，並於申報時附上最新影像與病理檢驗結果。  
   d) 若患者接受乳房重建手術，放射治療區域與重建組織的距離必須在安全範圍內，並附上手術報告與重建手術類型說明。"
P15564,52194,20210701,29101231,,乳癌治療組合4-7--僅施行放射治療(治療結束),"**(治療)P15564 – 乳癌治療組合4‑7--僅施行放射治療(治療結束) 審查原則**  
*(2024‑06‑01 版 2)*  

1. **申報條件**  
   a. 患者診斷為第I–III期乳癌，已完成手術切除或腫瘤縮小後，術後需進行輔助放射治療。  
   b. 放射治療需符合國民健康署「乳癌治療組合4‑7」標準療程（單純放射治療，無同步化療或荷爾蒙治療之混合）並取得「乳癌放射治療計畫書」。  
   c. 總劑量不超過50 Gy（25次分次，每次2 Gy），或依循 NCCN/ASCO 指南的特殊劑量調整（如腫瘤復發、腫瘤體積過大者）需經醫院倫理委員會批准。  
   d. 申報必須以「治療完成證明」為依據，證明全部計畫劑量已完成且未中斷。  

2. **應檢附文件**  
   a. **放射治療計畫書**（包含目標區域、邊界、劑量分配、分次計畫）。  
   b. **治療模擬報告**（CT/3D 影像、定位標記、照射方式）。  
   c. **放射劑量報告**（每日劑量、總劑量、劑量分布曲線）。  
   d. **治療完成證明**（放射治療中心簽章之「治療完成報告」或「放射劑量結束表」）。  
   e. **醫師決策書**（解釋放射治療必要性、選擇本組合、與患者之共識）。  
   f. 若已完成術後手術切除，須附**術後病理報告**（腫瘤大小、淋巴結轉移、切除邊緣狀況）。  

3. **限制條件**  
   a. 同一病歷檔案內，對同一次乳癌病灶之放射治療，只能申報一次P15564，除非有以下情形：  
      i. 乳癌復發或新發病灶，需另行放射治療；  
      ii. 原治療未完成（如因技術問題或急性副作用需中斷），需重新完成療程。  
   b. 申報期限：自放射治療完成之日起90天內完成申報，逾期不予核付。  
   c. 如患者已接受「乳癌治療組合4‑7」中任何其他項目（如P15563、P15565），該組合之放射治療必須依照順序完成，並於本項目申報時列明已完成之其他項目編號。  

4. **特殊注意事項**  
   a. 放射治療必須於具備台灣國家衛生署核定之放射治療中心進行，並使用符合國際標準的設備（CT‑guided IMRT/VMAT等）。  
   b. 若患者同時接受荷爾蒙治療或分子標靶治療，應在申報時同時提交對應項目（如P15563、P15565），以避免重複報銷。  
   c. 在證明「治療結束」時，需明確說明是否有因副作用（如放射性皮膚炎、放射性胸膜炎）而提前結束，若有須附相關醫療紀錄並說明治療終止原因。  
   d. 放射治療計畫書須經腫瘤科醫師及放射科醫師共同審核，並在病歷中記錄「放射治療適應症」與「劑量決策依據」。  
   e. 任何放射治療相關檢查（如血液、影像）如對療程有重大影響，需於病歷中註明並附檢查報告。  

> 以上審查原則依據台灣國民健康署「醫療服務給付項目」第2024‑06‑01版訂定，適用於「乳癌治療組合4‑7--僅施行放射治療(治療結束)」項目。"
P15563,52194,20210701,29101231,,乳癌治療組合4-7--僅施行放射治療(治療結束),"(治療)P15563 - 乳癌治療組合4‑7--僅施行放射治療(治療結束) 審查原則: (2024‑07‑01)

1. 申報條件  
   a. 病人已完成乳腺癌術後或腫瘤縮小後之放射治療適應症，且已於同一治療單元完成所列放射治療課程（20–40 次分次投放，總劑量 50–60 Gy，或等價分次劑量）。  
   b. 放射治療計畫已由院內放射科臨床檢討會議核定，符合《國家醫療保險系統放射治療標準化作業程序》（NHI‑RT‑2024）之規定。  
   c. 本項目僅限於治療結束後一次性申報，與其他正在進行中的放射治療項目不重複。

2. 應檢附文件  
   a. 完整放射治療計畫書（含靶區、劑量分配、治療技術說明）。  
   b. 日誌（Daily Log）及治療完成紀錄，列明實際劑量、分次次數及任何停劑或調整。  
   c. 病歷摘要，證明已完成相應放射治療課程並符合適應症。  
   d. 影像資料（術前、術中或術後）及病理報告，證明診斷及手術情形。  
   e. 主治醫師或放射腫瘤科醫師的診斷與治療結束報告。  
   f. 如有放射治療前後之腫瘤評估（影像、腫瘤標記物）亦需附上，以作療效評估。

3. 重複申報限制  
   a. 每位病人每一完整的放射治療課程僅能申報一次（P15563）。  
   b. 若病人於治療結束後因復發或病灶擴散需再次接受放射治療，必須重新申報並附上新的治療計畫與診斷文件。  
   c. 同一治療單元內若有多次放射治療課程（如分期放射），各課程需以不同項目編號分別申報。

4. 特殊注意事項  
   a. 本項目不包括術前/術後同時進行之體外射線治療或照射其他部位之治療。  
   b. 若病人在放射治療期間使用新型立體定向或質子治療，請另行申報相應項目（如 P15570 等）。  
   c. 放射治療的技術及劑量必須符合 NHI‑RT‑2024，若不符合將被拒付。  
   d. 病人若未完成規定的放射治療課程（例如中途停治、劑量不足），申報將被拒付，需重新完成治療後再申報。  
   e. 任何因醫療錯誤、設備故障或病人主觀不適致使治療中斷的情況，皆需由醫師說明並提供相關證明文件。

版本資訊：台灣全民健康保險醫療服務給付項目清冊 2024年度第4版（更新日期 2024‑04‑01），本審查原則於 2024‑07‑01 正式生效。"
P15565,52194,20210701,29101231,,乳癌治療組合4-7--僅施行放射治療(治療結束),"(治療)P15565 - 乳癌治療組合4‑7–僅施行放射治療(治療結束) 審查原則: (2025/10/23版)

1. **申報條件**  
   1.1 患者必須已完成本項目所屬組合（4‑7）之完整治療流程，並於本項目所屬時期完成放射治療。  
   1.2 放射治療為單一療程，無同時進行手術或化學治療之指示。  
   1.3 放射治療必符合國家健康保險「乳癌治療組合4‑7」之適應症：  
       - 早期（I–II期）腫瘤經手術切除後，無遠處轉移；  
       - Ⅱ期以內腫瘤經腔內放療或外部放射療法之組合。  
   1.4 放射療法的總劑量與分次須符合國際乳癌放射治療標準（如50 Gy/25次或50.4 Gy/28次，並可加上提升劑量；但總劑量不得超過法定上限）。  
   1.5 病歷中必須記載：腫瘤分期、手術切除標記、病理分型、放射範圍、放射機器型號與技術。

2. **應檢附文件**  
   2.1 放射治療計畫書（包括治療目標體積、排除體積、劑量分布、DVH圖表）。  
   2.2 放射治療劑量記錄表（每日劑量、總劑量、放射起止日期）。  
   3.3 病理報告與手術報告（證明腫瘤已切除並符合治療組合4‑7適應症）。  
   4.4 影像檢查報告（CT、MRI或超音波）證明腫瘤定位與治療範圍。  
   5.5 病歷摘要（包含治療決策、患者同意書、放射師評估）。  

3. **限制條件**  
   3.1 同一病歷期內，P15565 之申報不得重複；若需再次放射治療，必以其他適當代碼申報。  
   3.2 若患者在同一治療期內已申報其他乳癌放射治療代碼（如P15564、P15563 等），P15565 只能作為最後一次放射治療之結束證明，並且不得與其他放射代碼同時申報。  
   3.3 放射治療完成後，若需進一步放射或化療，必以新代碼申報，並附上新治療計畫。  
   3.4 若病歷顯示患者接受過 palliative（緩解）放射治療，必以 palliative 相關代碼申報；P15565 只適用於 curative（治癒）治療結束。  

4. **特殊注意事項**  
   4.1 申報單位必須確認所使用之放射機器已獲得 NHI 之授證，並符合台灣醫療器械安全規範。  
   4.2 若病人有放射防護特殊需求（例如胸壁重複照射、心臟受累等），需另行附上心臟及腸道劑量限制說明。  
   4.3 放射治療完成後，必於 1 個月內進行一次術後影像評估，並將評估結果上傳至 NHI 病案系統，以確保療效評估完整。  
   4.4 若患者在放射治療期間發生重大副作用（如急性皮膚反應、黏膜炎等），必於病歷中記錄並上報 NHI，必要時可申請加碼報銷。  

> **備註**  
> 以上審查原則依照 2025 年台灣全民健康保險醫療服務給付項目與支付標準制定，並於 2025/10/23 進行最新版更新。"
P15571,222923,20210301,29101231,,治療組合6-化學藥物治療專案,"(治療)P15571 - 治療組合6-化學藥物治療專案 審查原則: (2024-07-01)

1. **申報條件**  
   a. 患者經病理檢驗確認為惰性或進展性惡性腫瘤，且符合本專案列明的治療適應症。  
   b. 申報者必須為具備腫瘤科專業資格的醫師，並已審核並簽署《治療計畫書》。  
   c. 使用之化學藥物組合、劑量及療程次數必符合本專案所列的「化學藥物組合6」及其最大允許劑量。  

2. **應檢附文件**  
   a. 病理檢驗報告（含腫瘤類別、分期、分級等）。  
   b. 由腫瘤科醫師簽署之《治療計畫書》：包括藥物名稱、劑量、療程次數、預期療效、監測方案及不良反應處置。  
   c. 病歷紀錄顯示前一次療程完成、影像學或生物標誌物評估結果（CT/MRI/PET‑CT 或血清腫瘤標誌物）。  
   d. 由醫師簽署之《療效評估表》（RECIST 1.1 或國家癌症研究所標準）。  
   e. 患者簽署之知情同意書。  

3. **限制條件**  
   a. 單一療程最多不超過 6 次療程；年度總次數不得超過 12 次；若同一藥物組合重複使用，年度總次數不得超過 24 次。  
   b. 同一藥物組合之兩次療程間隔至少 21 天；若出現嚴重不良反應，需延長至至少 35 天。  
   c. 若年度已完成 6 次療程，需由醫師說明是否需繼續或改為維持療程，並重新申請附上新的治療計畫書。  
   d. 重複申報必須於前一次療程結束後至少 30 天；如因特殊情況需在同一週期內再次申報，必須附加醫師說明及相關證據。  

4. **特殊注意事項**  
   a. 所有化學藥物劑量必須依本項目所列最大允許劑量（mg/m² 或固定劑量）計算，超量將不予給付。  
   b. 必須依國內臨床實務規範，於療程前、療程中及療程後 1‑2 周進行血液學檢查（CBC、肝腎功能）並將報告納入申報文件。  
   c. 若合併使用其他藥物（抗血小板、抗生素等），必須在治療計畫書中列明並說明是否影響化療藥物代謝。  
   d. 出現嚴重不良反應時，醫師應即時停藥並提供處置紀錄；停藥導致療程中斷的次數不計入年度總次數。  
   e. 本項目採行抽查機制，若發現偽造文件、未符合適應症或濫用情形，將追討賠償並列入違規紀錄。  

本審查原則依據《醫療服務給付項目》2024 版制定，適用於台灣全民健康保險之化學藥物治療專案。"
P15575,222923,20210301,29101231,,治療組合6-化學藥物治療專案,"(治療)P15575 - 治療組合6-化學藥物治療專案 審查原則: (2025-10-01 V1.0)

1. 申報條件  
   a. 患者必須經病理檢驗確診為惰性或惰性進展之腫瘤（如結直腸癌、胃癌、非小細胞肺癌等）並符合 NHI 內部指定的組合化學療法適應症。  
   b. 需符合治療指引所列的分期、腫瘤類型及前線/再生化療階段（例如：腫瘤分期 I–IV，或已完成一次前線療程）。  
   c. 患者身體功能評估（ECOG 0–2）須在申報前明確記錄，並在每個療程前重新評估。  
   d. 必須在台灣衛福部核准之癌症治療中心或具備臨床化學療法授權的醫療機構進行。  
   e. 需取得病患簽署的書面知情同意，並明示治療目標、可能毒性及風險。  
   f. 每個療程必須以 NHI 允許的化學藥物組合為基礎，且藥品需屬於 NHI 批準清單。

2. 應檢附文件  
   a. 病理檢驗報告（確診腫瘤類型、分期、分子標誌物）。  
   b. 影像學檢查報告（CT/MRI/超音波等，列明腫瘤定位與大小）。  
   c. 療程計畫表（包括藥物名稱、劑量、給藥次數、給藥間隔及計畫總周期數）。  
   d. 臨床化學療法安全監測記錄（血常規、肝腎功能、電解質、毒性評估（CTCAE 5.0））。  
   e. 迴應評估報告（RECIST 1.1 或 WHO 方案），至少於第3次療程後提交。  
   f. 受訓醫師或治療團隊簽署的「化學療法實施同意書」及「醫療機構授權證明」。  
   g. 如需改用新藥或增減藥物，必須附上 NHI 申請異動表格並經核准。

3. 重複申報限制  
   a. 依照 NHI 2024 年《癌症化學療法規範》之規定，單一治療組合最多可申報 6 次療程；如需延長，須提交再審核申請並獲得審核通過。  
   b. 每次療程間隔不得少於 21 天（若藥物規定 14 天或 28 天則以此為基準）。  
   c. 若在 3 次療程後無明顯療效或毒性超過 CTCAE 3 級，必須停止申報並提交治療中止說明。  
   d. 若在同一病人之內申報相同組合之兩次以上，必須在每一次申報前附上前一療程的完整評估報告。

4. 特殊注意事項  
   a. 只允許使用 NHI 內核准之化學藥物；非核准藥物或實驗性組合必須經專案審查委員會另行批准。  
   b. 若治療涉及高毒性藥物（如甲氨蝶呤、紫杉醇等），需在每次療程前完成相應的預防性藥物（如補充葉酸、肝腎保護劑）並記錄。  
   c. 如患者因重度不良反應停藥，需於下一次申報時附上醫學評估報告，說明停藥原因及後續處理。  
   d. 任何更改藥物劑量、給藥途徑或療程頻率，必須在 NHI 申報系統內提交「藥物調整申請」並取得批准後方可執行。  
   e. 若患者同時接受其他治療（如放射治療、標靶療法），需將其列於治療計畫表中並說明相互作用與安全性評估。"
P15574,222923,20210301,29101231,,治療組合6-化學藥物治療專案,"(治療)P15574 - 治療組合6-化學藥物治療專案 審查原則：(2025‑10‑23) 第4版  

1. **申報條件**  
   1.1 患者必須確診為符合本項目所列適應症之惰性腫瘤（如：非小細胞肺癌Ⅲ/Ⅳ期、轉移性乳腺癌、腎細胞癌、腸癌等），且已經完成第一線或第二線化療後仍需續用組合化學藥物。  
   1.2 需由具備腫瘤科醫師資格的醫師依照國家衛生福利部核准之臨床治療指引（如 NCCN、ASCO 等）制定治療計畫，並於治療開始前取得患者同意。  
   1.3 病歷中須記錄腫瘤分期、基礎病理特徵、先前治療史、實驗室檢驗結果與影像學評估，以證明治療必要性。  
   1.4 申報前必須先完成至少一次腫瘤評估（RECIST 1.1 或 WHO）並提交評估報告。  

2. **應檢附文件**  
   2.1 **治療計畫書**：列出每一次化療週期之藥物名稱、劑量、給藥時間表、預計療程次數（最高不超過 6 次/病人/年度）以及預期療效評估指標。  
   2.2 **藥物處方及給藥紀錄**：含藥物編號、批號、使用日期與服用量，並附上藥師簽名。  
   3. **療效評估報告**：每 2 週或每 3 週完成一次腫瘤影像學評估，並以 RECIST 1.1 或 WHO 格式列出。  
   4. **不良反應紀錄**：包括血常規、肝腎功能、心電圖等監測項目，並標示任何嚴重不良事件（grade 3/4）。  
   5. **醫師診斷證明**：書面證明本次化療為必要之持續治療，並附上醫師姓名、執照號碼與簽名。  

3. **限制條件**  
   3.1 **療程次數限制**：每位患者每個疾病分類，每個年度內申報之組合化學藥物療程次數不得超過 6 次。  
   3.2 **療程間隔**：兩次化療間隔至少 14 天，並須在前一次療程完成且完成不良反應評估後方可進行。  
   3.3 **重複申報**：同一藥物組合在同一年內，若因醫師判斷需延長療程，必須另行提交「延長療程申請書」並附上最新的療效評估與不良反應紀錄。  
   3.4 **藥物限量**：本項目僅覆蓋經國家衛生福利部核准之化學藥物組合；未列入核准清單之藥物不得申報。  

4. **特殊注意事項**  
   4.1 **患者合併用藥**：若患者使用免疫調節劑或靶向藥物，須一併檢附其處方與療效評估。  
   4.2 **腫瘤分型與分子標誌**：對於需特定分子標誌（如 HER2、KRAS 等）確認的腫瘤類型，必須提供相應檢驗報告。  
   4.3 **營養與生活品質監測**：建議由營養師評估，並將營養狀況與生活品質評估表納入病歷，以作為整體治療效果之參考。  
   4.4 **多中心協作**：若患者需在不同醫療機構接受不同階段之治療，需提供跨機構病歷轉載協議與共同治療計畫。  
   4.5 **法規遵循**：所有資料均須依《個人資料保護法》及醫療倫理規範，確保患者個資安全與知情同意。  

上述審查原則為本年度（2025‑10‑23）最新版，將於每年 1 月 1 日重新檢視並修訂，以符合臨床最新指南與法規變更。"
